numero,file_url,file_txt
1505,http://contratos.gastosabertos.org/files/contrato-1505.pdf,
1506,http://contratos.gastosabertos.org/files/contrato-1506.doc,http://contratos.gastosabertos.org/files/contrato-1506.txt
1507,http://contratos.gastosabertos.org/files/contrato-1507.zip,
1508,http://contratos.gastosabertos.org/files/contrato-1508.doc,http://contratos.gastosabertos.org/files/contrato-1508.txt
1509,http://contratos.gastosabertos.org/files/contrato-1509.pdf,http://contratos.gastosabertos.org/files/contrato-1509.txt
1510,http://contratos.gastosabertos.org/files/contrato-1510.doc,http://contratos.gastosabertos.org/files/contrato-1510.txt
1511,http://contratos.gastosabertos.org/files/contrato-1511.doc,http://contratos.gastosabertos.org/files/contrato-1511.txt
1512,http://contratos.gastosabertos.org/files/contrato-1512.doc,http://contratos.gastosabertos.org/files/contrato-1512.txt
1513,http://contratos.gastosabertos.org/files/contrato-1513.doc,http://contratos.gastosabertos.org/files/contrato-1513.txt
1514,http://contratos.gastosabertos.org/files/contrato-1514.docx,http://contratos.gastosabertos.org/files/contrato-1514.txt
1515,http://contratos.gastosabertos.org/files/contrato-1515.doc,http://contratos.gastosabertos.org/files/contrato-1515.txt
1516,http://contratos.gastosabertos.org/files/contrato-1516.doc,http://contratos.gastosabertos.org/files/contrato-1516.txt
1517,http://contratos.gastosabertos.org/files/contrato-1517.docx,http://contratos.gastosabertos.org/files/contrato-1517.txt
1518,http://contratos.gastosabertos.org/files/contrato-1518.doc,http://contratos.gastosabertos.org/files/contrato-1518.txt
1519,http://contratos.gastosabertos.org/files/contrato-1519.doc,http://contratos.gastosabertos.org/files/contrato-1519.txt
1520,http://contratos.gastosabertos.org/files/contrato-1520.doc,http://contratos.gastosabertos.org/files/contrato-1520.txt
1521,http://contratos.gastosabertos.org/files/contrato-1521.docx,http://contratos.gastosabertos.org/files/contrato-1521.txt
1522,http://contratos.gastosabertos.org/files/contrato-1522.doc,http://contratos.gastosabertos.org/files/contrato-1522.txt
1523,http://contratos.gastosabertos.org/files/contrato-1523.doc,http://contratos.gastosabertos.org/files/contrato-1523.txt
1524,http://contratos.gastosabertos.org/files/contrato-1524.doc,http://contratos.gastosabertos.org/files/contrato-1524.txt
1525,http://contratos.gastosabertos.org/files/contrato-1525.doc,http://contratos.gastosabertos.org/files/contrato-1525.txt
1526,http://contratos.gastosabertos.org/files/contrato-1526.doc,http://contratos.gastosabertos.org/files/contrato-1526.txt
1527,http://contratos.gastosabertos.org/files/contrato-1527.doc,http://contratos.gastosabertos.org/files/contrato-1527.txt
1528,http://contratos.gastosabertos.org/files/contrato-1528.doc,http://contratos.gastosabertos.org/files/contrato-1528.txt
1529,http://contratos.gastosabertos.org/files/contrato-1529.zip,
1530,http://contratos.gastosabertos.org/files/contrato-1530.doc,http://contratos.gastosabertos.org/files/contrato-1530.txt
1531,http://contratos.gastosabertos.org/files/contrato-1531.doc,http://contratos.gastosabertos.org/files/contrato-1531.txt
1532,http://contratos.gastosabertos.org/files/contrato-1532.doc,http://contratos.gastosabertos.org/files/contrato-1532.txt
1533,http://contratos.gastosabertos.org/files/contrato-1533.doc,http://contratos.gastosabertos.org/files/contrato-1533.txt
1534,http://contratos.gastosabertos.org/files/contrato-1534.pdf,http://contratos.gastosabertos.org/files/contrato-1534.txt
1535,http://contratos.gastosabertos.org/files/contrato-1535.doc,http://contratos.gastosabertos.org/files/contrato-1535.txt
1536,http://contratos.gastosabertos.org/files/contrato-1536.doc,http://contratos.gastosabertos.org/files/contrato-1536.txt
1537,http://contratos.gastosabertos.org/files/contrato-1537.doc,http://contratos.gastosabertos.org/files/contrato-1537.txt
1538,http://contratos.gastosabertos.org/files/contrato-1538.doc,http://contratos.gastosabertos.org/files/contrato-1538.txt
1539,http://contratos.gastosabertos.org/files/contrato-1539.doc,http://contratos.gastosabertos.org/files/contrato-1539.txt
1540,http://contratos.gastosabertos.org/files/contrato-1540.doc,http://contratos.gastosabertos.org/files/contrato-1540.txt
1541,http://contratos.gastosabertos.org/files/contrato-1541.pdf,
1542,http://contratos.gastosabertos.org/files/contrato-1542.doc,http://contratos.gastosabertos.org/files/contrato-1542.txt
1543,http://contratos.gastosabertos.org/files/contrato-1543.doc,http://contratos.gastosabertos.org/files/contrato-1543.txt
1544,http://contratos.gastosabertos.org/files/contrato-1544.doc,http://contratos.gastosabertos.org/files/contrato-1544.txt
1545,http://contratos.gastosabertos.org/files/contrato-1545.doc,http://contratos.gastosabertos.org/files/contrato-1545.txt
1546,http://contratos.gastosabertos.org/files/contrato-1546.doc,http://contratos.gastosabertos.org/files/contrato-1546.txt
1547,http://contratos.gastosabertos.org/files/contrato-1547.doc,http://contratos.gastosabertos.org/files/contrato-1547.txt
1548,http://contratos.gastosabertos.org/files/contrato-1548.doc,http://contratos.gastosabertos.org/files/contrato-1548.txt
1549,http://contratos.gastosabertos.org/files/contrato-1549.pdf,
1550,http://contratos.gastosabertos.org/files/contrato-1550.doc,http://contratos.gastosabertos.org/files/contrato-1550.txt
1551,http://contratos.gastosabertos.org/files/contrato-1551.doc,http://contratos.gastosabertos.org/files/contrato-1551.txt
1552,http://contratos.gastosabertos.org/files/contrato-1552.doc,http://contratos.gastosabertos.org/files/contrato-1552.txt
1553,http://contratos.gastosabertos.org/files/contrato-1553.doc,http://contratos.gastosabertos.org/files/contrato-1553.txt
1554,http://contratos.gastosabertos.org/files/contrato-1554.pdf,
1555,http://contratos.gastosabertos.org/files/contrato-1555.pdf,http://contratos.gastosabertos.org/files/contrato-1555.txt
1556,http://contratos.gastosabertos.org/files/contrato-1556.doc,http://contratos.gastosabertos.org/files/contrato-1556.txt
1557,http://contratos.gastosabertos.org/files/contrato-1557.doc,http://contratos.gastosabertos.org/files/contrato-1557.txt
1558,http://contratos.gastosabertos.org/files/contrato-1558.pdf,http://contratos.gastosabertos.org/files/contrato-1558.txt
1559,http://contratos.gastosabertos.org/files/contrato-1559.doc,http://contratos.gastosabertos.org/files/contrato-1559.txt
1560,http://contratos.gastosabertos.org/files/contrato-1560.doc,http://contratos.gastosabertos.org/files/contrato-1560.txt
1561,http://contratos.gastosabertos.org/files/contrato-1561.doc,http://contratos.gastosabertos.org/files/contrato-1561.txt
1562,http://contratos.gastosabertos.org/files/contrato-1562.doc,http://contratos.gastosabertos.org/files/contrato-1562.txt
1563,http://contratos.gastosabertos.org/files/contrato-1563.pdf,http://contratos.gastosabertos.org/files/contrato-1563.txt
1564,http://contratos.gastosabertos.org/files/contrato-1564.pdf,http://contratos.gastosabertos.org/files/contrato-1564.txt
1565,http://contratos.gastosabertos.org/files/contrato-1565.pdf,
1566,http://contratos.gastosabertos.org/files/contrato-1566.doc,http://contratos.gastosabertos.org/files/contrato-1566.txt
1567,http://contratos.gastosabertos.org/files/contrato-1567.doc,http://contratos.gastosabertos.org/files/contrato-1567.txt
1568,http://contratos.gastosabertos.org/files/contrato-1568.doc,http://contratos.gastosabertos.org/files/contrato-1568.txt
1569,http://contratos.gastosabertos.org/files/contrato-1569.doc,http://contratos.gastosabertos.org/files/contrato-1569.txt
1570,http://contratos.gastosabertos.org/files/contrato-1570.docx,http://contratos.gastosabertos.org/files/contrato-1570.txt
1571,http://contratos.gastosabertos.org/files/contrato-1571.doc,http://contratos.gastosabertos.org/files/contrato-1571.txt
1572,http://contratos.gastosabertos.org/files/contrato-1572.doc,http://contratos.gastosabertos.org/files/contrato-1572.txt
1573,http://contratos.gastosabertos.org/files/contrato-1573.doc,http://contratos.gastosabertos.org/files/contrato-1573.txt
1574,http://contratos.gastosabertos.org/files/contrato-1574.doc,http://contratos.gastosabertos.org/files/contrato-1574.txt
1575,http://contratos.gastosabertos.org/files/contrato-1575.doc,http://contratos.gastosabertos.org/files/contrato-1575.txt
1576,http://contratos.gastosabertos.org/files/contrato-1576.doc,http://contratos.gastosabertos.org/files/contrato-1576.txt
1577,http://contratos.gastosabertos.org/files/contrato-1577.doc,http://contratos.gastosabertos.org/files/contrato-1577.txt
1578,http://contratos.gastosabertos.org/files/contrato-1578.doc,http://contratos.gastosabertos.org/files/contrato-1578.txt
1579,http://contratos.gastosabertos.org/files/contrato-1579.doc,http://contratos.gastosabertos.org/files/contrato-1579.txt
1580,http://contratos.gastosabertos.org/files/contrato-1580.doc,http://contratos.gastosabertos.org/files/contrato-1580.txt
1581,http://contratos.gastosabertos.org/files/contrato-1581.doc,http://contratos.gastosabertos.org/files/contrato-1581.txt
1582,http://contratos.gastosabertos.org/files/contrato-1582.doc,http://contratos.gastosabertos.org/files/contrato-1582.txt
1583,http://contratos.gastosabertos.org/files/contrato-1583.doc,http://contratos.gastosabertos.org/files/contrato-1583.txt
1584,http://contratos.gastosabertos.org/files/contrato-1584.doc,http://contratos.gastosabertos.org/files/contrato-1584.txt
1585,http://contratos.gastosabertos.org/files/contrato-1585.doc,http://contratos.gastosabertos.org/files/contrato-1585.txt
1586,http://contratos.gastosabertos.org/files/contrato-1586.pdf,
1587,http://contratos.gastosabertos.org/files/contrato-1587.doc,http://contratos.gastosabertos.org/files/contrato-1587.txt
1588,http://contratos.gastosabertos.org/files/contrato-1588.doc,http://contratos.gastosabertos.org/files/contrato-1588.txt
1589,http://contratos.gastosabertos.org/files/contrato-1589.doc,http://contratos.gastosabertos.org/files/contrato-1589.txt
1590,http://contratos.gastosabertos.org/files/contrato-1590.doc,http://contratos.gastosabertos.org/files/contrato-1590.txt
1591,http://contratos.gastosabertos.org/files/contrato-1591.doc,http://contratos.gastosabertos.org/files/contrato-1591.txt
1592,http://contratos.gastosabertos.org/files/contrato-1592.doc,http://contratos.gastosabertos.org/files/contrato-1592.txt
1593,http://contratos.gastosabertos.org/files/contrato-1593.docx,http://contratos.gastosabertos.org/files/contrato-1593.txt
1594,http://contratos.gastosabertos.org/files/contrato-1594.doc,http://contratos.gastosabertos.org/files/contrato-1594.txt
1595,http://contratos.gastosabertos.org/files/contrato-1595.docx,http://contratos.gastosabertos.org/files/contrato-1595.txt
1596,http://contratos.gastosabertos.org/files/contrato-1596.doc,http://contratos.gastosabertos.org/files/contrato-1596.txt
1597,http://contratos.gastosabertos.org/files/contrato-1597.doc,http://contratos.gastosabertos.org/files/contrato-1597.txt
1598,http://contratos.gastosabertos.org/files/contrato-1598.doc,http://contratos.gastosabertos.org/files/contrato-1598.txt
1599,http://contratos.gastosabertos.org/files/contrato-1599.pdf,
1600,http://contratos.gastosabertos.org/files/contrato-1600.pdf,
1601,http://contratos.gastosabertos.org/files/contrato-1601.doc,http://contratos.gastosabertos.org/files/contrato-1601.txt
1602,http://contratos.gastosabertos.org/files/contrato-1602.doc,http://contratos.gastosabertos.org/files/contrato-1602.txt
1603,http://contratos.gastosabertos.org/files/contrato-1603.doc,http://contratos.gastosabertos.org/files/contrato-1603.txt
1604,http://contratos.gastosabertos.org/files/contrato-1604.doc,http://contratos.gastosabertos.org/files/contrato-1604.txt
1605,http://contratos.gastosabertos.org/files/contrato-1605.doc,http://contratos.gastosabertos.org/files/contrato-1605.txt
1606,http://contratos.gastosabertos.org/files/contrato-1606.doc,http://contratos.gastosabertos.org/files/contrato-1606.txt
1607,http://contratos.gastosabertos.org/files/contrato-1607.doc,http://contratos.gastosabertos.org/files/contrato-1607.txt
1608,http://contratos.gastosabertos.org/files/contrato-1608.doc,http://contratos.gastosabertos.org/files/contrato-1608.txt
1609,http://contratos.gastosabertos.org/files/contrato-1609.doc,http://contratos.gastosabertos.org/files/contrato-1609.txt
1610,http://contratos.gastosabertos.org/files/contrato-1610.doc,http://contratos.gastosabertos.org/files/contrato-1610.txt
1611,http://contratos.gastosabertos.org/files/contrato-1611.doc,http://contratos.gastosabertos.org/files/contrato-1611.txt
1612,http://contratos.gastosabertos.org/files/contrato-1612.doc,http://contratos.gastosabertos.org/files/contrato-1612.txt
1613,http://contratos.gastosabertos.org/files/contrato-1613.pdf,http://contratos.gastosabertos.org/files/contrato-1613.txt
1614,http://contratos.gastosabertos.org/files/contrato-1614.pdf,http://contratos.gastosabertos.org/files/contrato-1614.txt
1615,http://contratos.gastosabertos.org/files/contrato-1615.pdf,http://contratos.gastosabertos.org/files/contrato-1615.txt
1616,http://contratos.gastosabertos.org/files/contrato-1616.pdf,http://contratos.gastosabertos.org/files/contrato-1616.txt
1617,http://contratos.gastosabertos.org/files/contrato-1617.pdf,http://contratos.gastosabertos.org/files/contrato-1617.txt
1618,http://contratos.gastosabertos.org/files/contrato-1618.pdf,http://contratos.gastosabertos.org/files/contrato-1618.txt
1619,http://contratos.gastosabertos.org/files/contrato-1619.doc,http://contratos.gastosabertos.org/files/contrato-1619.txt
1620,http://contratos.gastosabertos.org/files/contrato-1620.pdf,http://contratos.gastosabertos.org/files/contrato-1620.txt
1621,http://contratos.gastosabertos.org/files/contrato-1621.pdf,
1622,http://contratos.gastosabertos.org/files/contrato-1622.doc,http://contratos.gastosabertos.org/files/contrato-1622.txt
1623,http://contratos.gastosabertos.org/files/contrato-1623.doc,http://contratos.gastosabertos.org/files/contrato-1623.txt
1624,http://contratos.gastosabertos.org/files/contrato-1624.doc,http://contratos.gastosabertos.org/files/contrato-1624.txt
1625,http://contratos.gastosabertos.org/files/contrato-1625.doc,http://contratos.gastosabertos.org/files/contrato-1625.txt
1626,http://contratos.gastosabertos.org/files/contrato-1626.pdf,http://contratos.gastosabertos.org/files/contrato-1626.txt
1627,http://contratos.gastosabertos.org/files/contrato-1627.doc,http://contratos.gastosabertos.org/files/contrato-1627.txt
1628,http://contratos.gastosabertos.org/files/contrato-1628.pdf,http://contratos.gastosabertos.org/files/contrato-1628.txt
1629,http://contratos.gastosabertos.org/files/contrato-1629.doc,http://contratos.gastosabertos.org/files/contrato-1629.txt
1630,http://contratos.gastosabertos.org/files/contrato-1630.pdf,http://contratos.gastosabertos.org/files/contrato-1630.txt
1631,http://contratos.gastosabertos.org/files/contrato-1631.doc,http://contratos.gastosabertos.org/files/contrato-1631.txt
1632,http://contratos.gastosabertos.org/files/contrato-1632.zip,
1633,http://contratos.gastosabertos.org/files/contrato-1633.pdf,http://contratos.gastosabertos.org/files/contrato-1633.txt
1634,http://contratos.gastosabertos.org/files/contrato-1634.doc,http://contratos.gastosabertos.org/files/contrato-1634.txt
1635,http://contratos.gastosabertos.org/files/contrato-1635.doc,http://contratos.gastosabertos.org/files/contrato-1635.txt
1636,http://contratos.gastosabertos.org/files/contrato-1636.doc,http://contratos.gastosabertos.org/files/contrato-1636.txt
1637,http://contratos.gastosabertos.org/files/contrato-1637.doc,http://contratos.gastosabertos.org/files/contrato-1637.txt
1638,http://contratos.gastosabertos.org/files/contrato-1638.docx,http://contratos.gastosabertos.org/files/contrato-1638.txt
1639,http://contratos.gastosabertos.org/files/contrato-1639.doc,http://contratos.gastosabertos.org/files/contrato-1639.txt
1640,http://contratos.gastosabertos.org/files/contrato-1640.doc,http://contratos.gastosabertos.org/files/contrato-1640.txt
1641,http://contratos.gastosabertos.org/files/contrato-1641.doc,http://contratos.gastosabertos.org/files/contrato-1641.txt
1642,http://contratos.gastosabertos.org/files/contrato-1642.doc,http://contratos.gastosabertos.org/files/contrato-1642.txt
1643,http://contratos.gastosabertos.org/files/contrato-1643.doc,http://contratos.gastosabertos.org/files/contrato-1643.txt
1644,http://contratos.gastosabertos.org/files/contrato-1644.doc,http://contratos.gastosabertos.org/files/contrato-1644.txt
1645,http://contratos.gastosabertos.org/files/contrato-1645.pdf,http://contratos.gastosabertos.org/files/contrato-1645.txt
1646,http://contratos.gastosabertos.org/files/contrato-1646.docx,http://contratos.gastosabertos.org/files/contrato-1646.txt
1647,http://contratos.gastosabertos.org/files/contrato-1647.docx,http://contratos.gastosabertos.org/files/contrato-1647.txt
1648,http://contratos.gastosabertos.org/files/contrato-1648.zip,
1649,http://contratos.gastosabertos.org/files/contrato-1649.docx,http://contratos.gastosabertos.org/files/contrato-1649.txt
1650,http://contratos.gastosabertos.org/files/contrato-1650.pdf,
1651,,http://contratos.gastosabertos.org/files/contrato-1651.txt
1652,http://contratos.gastosabertos.org/files/contrato-1652.pdf,
1653,http://contratos.gastosabertos.org/files/contrato-1653.doc,http://contratos.gastosabertos.org/files/contrato-1653.txt
1654,http://contratos.gastosabertos.org/files/contrato-1654.docx,http://contratos.gastosabertos.org/files/contrato-1654.txt
1655,http://contratos.gastosabertos.org/files/contrato-1655.doc,http://contratos.gastosabertos.org/files/contrato-1655.txt
1656,http://contratos.gastosabertos.org/files/contrato-1656.doc,http://contratos.gastosabertos.org/files/contrato-1656.txt
1657,http://contratos.gastosabertos.org/files/contrato-1657.doc,http://contratos.gastosabertos.org/files/contrato-1657.txt
1658,http://contratos.gastosabertos.org/files/contrato-1658.zip,
1659,http://contratos.gastosabertos.org/files/contrato-1659.doc,http://contratos.gastosabertos.org/files/contrato-1659.txt
1660,http://contratos.gastosabertos.org/files/contrato-1660.docx,http://contratos.gastosabertos.org/files/contrato-1660.txt
1661,http://contratos.gastosabertos.org/files/contrato-1661.pdf,
1662,http://contratos.gastosabertos.org/files/contrato-1662.pdf,
1663,http://contratos.gastosabertos.org/files/contrato-1663.pdf,
1664,http://contratos.gastosabertos.org/files/contrato-1664.pdf,
1665,http://contratos.gastosabertos.org/files/contrato-1665.pdf,
1666,http://contratos.gastosabertos.org/files/contrato-1666.doc,http://contratos.gastosabertos.org/files/contrato-1666.txt
1667,http://contratos.gastosabertos.org/files/contrato-1667.pdf,
1668,http://contratos.gastosabertos.org/files/contrato-1668.doc,http://contratos.gastosabertos.org/files/contrato-1668.txt
1669,http://contratos.gastosabertos.org/files/contrato-1669.doc,http://contratos.gastosabertos.org/files/contrato-1669.txt
1670,http://contratos.gastosabertos.org/files/contrato-1670.doc,http://contratos.gastosabertos.org/files/contrato-1670.txt
1671,http://contratos.gastosabertos.org/files/contrato-1671.doc,http://contratos.gastosabertos.org/files/contrato-1671.txt
1672,http://contratos.gastosabertos.org/files/contrato-1672.doc,http://contratos.gastosabertos.org/files/contrato-1672.txt
1673,http://contratos.gastosabertos.org/files/contrato-1673.doc,http://contratos.gastosabertos.org/files/contrato-1673.txt
1674,http://contratos.gastosabertos.org/files/contrato-1674.doc,http://contratos.gastosabertos.org/files/contrato-1674.txt
1675,http://contratos.gastosabertos.org/files/contrato-1675.doc,http://contratos.gastosabertos.org/files/contrato-1675.txt
1676,http://contratos.gastosabertos.org/files/contrato-1676.doc,http://contratos.gastosabertos.org/files/contrato-1676.txt
1677,http://contratos.gastosabertos.org/files/contrato-1677.doc,http://contratos.gastosabertos.org/files/contrato-1677.txt
1678,http://contratos.gastosabertos.org/files/contrato-1678.doc,http://contratos.gastosabertos.org/files/contrato-1678.txt
1679,http://contratos.gastosabertos.org/files/contrato-1679.doc,http://contratos.gastosabertos.org/files/contrato-1679.txt
1680,http://contratos.gastosabertos.org/files/contrato-1680.docx,http://contratos.gastosabertos.org/files/contrato-1680.txt
1681,http://contratos.gastosabertos.org/files/contrato-1681.doc,http://contratos.gastosabertos.org/files/contrato-1681.txt
1682,http://contratos.gastosabertos.org/files/contrato-1682.docx,http://contratos.gastosabertos.org/files/contrato-1682.txt
1683,http://contratos.gastosabertos.org/files/contrato-1683.docx,http://contratos.gastosabertos.org/files/contrato-1683.txt
1684,http://contratos.gastosabertos.org/files/contrato-1684.doc,http://contratos.gastosabertos.org/files/contrato-1684.txt
1685,http://contratos.gastosabertos.org/files/contrato-1685.doc,http://contratos.gastosabertos.org/files/contrato-1685.txt
1686,http://contratos.gastosabertos.org/files/contrato-1686.doc,http://contratos.gastosabertos.org/files/contrato-1686.txt
1687,http://contratos.gastosabertos.org/files/contrato-1687.doc,http://contratos.gastosabertos.org/files/contrato-1687.txt
1688,http://contratos.gastosabertos.org/files/contrato-1688.pdf,
1689,http://contratos.gastosabertos.org/files/contrato-1689.pdf,
1690,http://contratos.gastosabertos.org/files/contrato-1690.doc,http://contratos.gastosabertos.org/files/contrato-1690.txt
1691,http://contratos.gastosabertos.org/files/contrato-1691.pdf,
1692,http://contratos.gastosabertos.org/files/contrato-1692.doc,http://contratos.gastosabertos.org/files/contrato-1692.txt
1693,http://contratos.gastosabertos.org/files/contrato-1693.doc,http://contratos.gastosabertos.org/files/contrato-1693.txt
1694,http://contratos.gastosabertos.org/files/contrato-1694.doc,http://contratos.gastosabertos.org/files/contrato-1694.txt
1695,http://contratos.gastosabertos.org/files/contrato-1695.doc,http://contratos.gastosabertos.org/files/contrato-1695.txt
1696,http://contratos.gastosabertos.org/files/contrato-1696.doc,http://contratos.gastosabertos.org/files/contrato-1696.txt
1697,http://contratos.gastosabertos.org/files/contrato-1697.doc,http://contratos.gastosabertos.org/files/contrato-1697.txt
1698,http://contratos.gastosabertos.org/files/contrato-1698.pdf,
1699,http://contratos.gastosabertos.org/files/contrato-1699.doc,http://contratos.gastosabertos.org/files/contrato-1699.txt
1700,http://contratos.gastosabertos.org/files/contrato-1700.doc,http://contratos.gastosabertos.org/files/contrato-1700.txt
1701,http://contratos.gastosabertos.org/files/contrato-1701.doc,http://contratos.gastosabertos.org/files/contrato-1701.txt
1702,http://contratos.gastosabertos.org/files/contrato-1702.doc,http://contratos.gastosabertos.org/files/contrato-1702.txt
1703,,http://contratos.gastosabertos.org/files/contrato-1703.txt
1704,http://contratos.gastosabertos.org/files/contrato-1704.docx,http://contratos.gastosabertos.org/files/contrato-1704.txt
1705,http://contratos.gastosabertos.org/files/contrato-1705.docx,http://contratos.gastosabertos.org/files/contrato-1705.txt
1706,http://contratos.gastosabertos.org/files/contrato-1706.docx,http://contratos.gastosabertos.org/files/contrato-1706.txt
1707,http://contratos.gastosabertos.org/files/contrato-1707.doc,http://contratos.gastosabertos.org/files/contrato-1707.txt
1708,http://contratos.gastosabertos.org/files/contrato-1708.docx,http://contratos.gastosabertos.org/files/contrato-1708.txt
1709,http://contratos.gastosabertos.org/files/contrato-1709.doc,http://contratos.gastosabertos.org/files/contrato-1709.txt
1710,http://contratos.gastosabertos.org/files/contrato-1710.doc,http://contratos.gastosabertos.org/files/contrato-1710.txt
1711,http://contratos.gastosabertos.org/files/contrato-1711.doc,http://contratos.gastosabertos.org/files/contrato-1711.txt
1712,http://contratos.gastosabertos.org/files/contrato-1712.doc,http://contratos.gastosabertos.org/files/contrato-1712.txt
1713,http://contratos.gastosabertos.org/files/contrato-1713.pdf,http://contratos.gastosabertos.org/files/contrato-1713.txt
1714,http://contratos.gastosabertos.org/files/contrato-1714.doc,http://contratos.gastosabertos.org/files/contrato-1714.txt
1715,http://contratos.gastosabertos.org/files/contrato-1715.doc,http://contratos.gastosabertos.org/files/contrato-1715.txt
1716,http://contratos.gastosabertos.org/files/contrato-1716.docx,http://contratos.gastosabertos.org/files/contrato-1716.txt
1717,http://contratos.gastosabertos.org/files/contrato-1717.pdf,http://contratos.gastosabertos.org/files/contrato-1717.txt
1718,http://contratos.gastosabertos.org/files/contrato-1718.pdf,
1719,http://contratos.gastosabertos.org/files/contrato-1719.pdf,
1720,http://contratos.gastosabertos.org/files/contrato-1720.pdf,
1721,http://contratos.gastosabertos.org/files/contrato-1721.pdf,
1722,http://contratos.gastosabertos.org/files/contrato-1722.pdf,
1723,http://contratos.gastosabertos.org/files/contrato-1723.doc,http://contratos.gastosabertos.org/files/contrato-1723.txt
1724,http://contratos.gastosabertos.org/files/contrato-1724.doc,http://contratos.gastosabertos.org/files/contrato-1724.txt
1725,http://contratos.gastosabertos.org/files/contrato-1725.pdf,http://contratos.gastosabertos.org/files/contrato-1725.txt
1726,http://contratos.gastosabertos.org/files/contrato-1726.zip,
1727,http://contratos.gastosabertos.org/files/contrato-1727.doc,http://contratos.gastosabertos.org/files/contrato-1727.txt
1728,http://contratos.gastosabertos.org/files/contrato-1728.doc,http://contratos.gastosabertos.org/files/contrato-1728.txt
1729,http://contratos.gastosabertos.org/files/contrato-1729.doc,http://contratos.gastosabertos.org/files/contrato-1729.txt
1730,http://contratos.gastosabertos.org/files/contrato-1730.doc,http://contratos.gastosabertos.org/files/contrato-1730.txt
1731,http://contratos.gastosabertos.org/files/contrato-1731.doc,http://contratos.gastosabertos.org/files/contrato-1731.txt
1732,http://contratos.gastosabertos.org/files/contrato-1732.docx,http://contratos.gastosabertos.org/files/contrato-1732.txt
1733,http://contratos.gastosabertos.org/files/contrato-1733.pdf,http://contratos.gastosabertos.org/files/contrato-1733.txt
1734,http://contratos.gastosabertos.org/files/contrato-1734.docx,http://contratos.gastosabertos.org/files/contrato-1734.txt
1735,http://contratos.gastosabertos.org/files/contrato-1735.docx,http://contratos.gastosabertos.org/files/contrato-1735.txt
1736,http://contratos.gastosabertos.org/files/contrato-1736.docx,http://contratos.gastosabertos.org/files/contrato-1736.txt
1737,http://contratos.gastosabertos.org/files/contrato-1737.pdf,
1738,,http://contratos.gastosabertos.org/files/contrato-1738.txt
1739,http://contratos.gastosabertos.org/files/contrato-1739.doc,http://contratos.gastosabertos.org/files/contrato-1739.txt
1740,http://contratos.gastosabertos.org/files/contrato-1740.doc,http://contratos.gastosabertos.org/files/contrato-1740.txt
1741,http://contratos.gastosabertos.org/files/contrato-1741.pdf,
1742,http://contratos.gastosabertos.org/files/contrato-1742.pdf,
1743,http://contratos.gastosabertos.org/files/contrato-1743.docx,http://contratos.gastosabertos.org/files/contrato-1743.txt
1744,http://contratos.gastosabertos.org/files/contrato-1744.doc,http://contratos.gastosabertos.org/files/contrato-1744.txt
1745,,http://contratos.gastosabertos.org/files/contrato-1745.txt
1746,http://contratos.gastosabertos.org/files/contrato-1746.pdf,
1747,http://contratos.gastosabertos.org/files/contrato-1747.docx,http://contratos.gastosabertos.org/files/contrato-1747.txt
1748,http://contratos.gastosabertos.org/files/contrato-1748.doc,http://contratos.gastosabertos.org/files/contrato-1748.txt
1749,http://contratos.gastosabertos.org/files/contrato-1749.doc,http://contratos.gastosabertos.org/files/contrato-1749.txt
1750,,http://contratos.gastosabertos.org/files/contrato-1750.txt
1751,http://contratos.gastosabertos.org/files/contrato-1751.doc,http://contratos.gastosabertos.org/files/contrato-1751.txt
1752,,http://contratos.gastosabertos.org/files/contrato-1752.txt
1753,http://contratos.gastosabertos.org/files/contrato-1753.doc,http://contratos.gastosabertos.org/files/contrato-1753.txt
1754,http://contratos.gastosabertos.org/files/contrato-1754.pdf,
1755,http://contratos.gastosabertos.org/files/contrato-1755.pdf,
1756,http://contratos.gastosabertos.org/files/contrato-1756.doc,http://contratos.gastosabertos.org/files/contrato-1756.txt
1757,http://contratos.gastosabertos.org/files/contrato-1757.pdf,
1758,http://contratos.gastosabertos.org/files/contrato-1758.doc,http://contratos.gastosabertos.org/files/contrato-1758.txt
1759,http://contratos.gastosabertos.org/files/contrato-1759.pdf,http://contratos.gastosabertos.org/files/contrato-1759.txt
1760,http://contratos.gastosabertos.org/files/contrato-1760.docx,http://contratos.gastosabertos.org/files/contrato-1760.txt
1761,http://contratos.gastosabertos.org/files/contrato-1761.pdf,http://contratos.gastosabertos.org/files/contrato-1761.txt
1762,http://contratos.gastosabertos.org/files/contrato-1762.pdf,http://contratos.gastosabertos.org/files/contrato-1762.txt
1763,http://contratos.gastosabertos.org/files/contrato-1763.docx,http://contratos.gastosabertos.org/files/contrato-1763.txt
1764,http://contratos.gastosabertos.org/files/contrato-1764.docx,http://contratos.gastosabertos.org/files/contrato-1764.txt
1765,http://contratos.gastosabertos.org/files/contrato-1765.pdf,
1766,http://contratos.gastosabertos.org/files/contrato-1766.pdf,
1767,http://contratos.gastosabertos.org/files/contrato-1767.pdf,
1768,http://contratos.gastosabertos.org/files/contrato-1768.pdf,
1769,http://contratos.gastosabertos.org/files/contrato-1769.pdf,
1770,http://contratos.gastosabertos.org/files/contrato-1770.pdf,
1771,http://contratos.gastosabertos.org/files/contrato-1771.pdf,
1772,http://contratos.gastosabertos.org/files/contrato-1772.pdf,
